Taxon	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__	0.0	5.5361789293e-05	0.0	0.0	2.60311592977e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__	0.0014105014105	0.00537009356142	0.000891836268008	0.00728241563055	0.00347515976624	3.44281484542e-05	0.00442477876106	0.00065306122449	0.00546071161695	0.00720144982831	0.000941659889569	0.000973664688427	0.00112338513387	0.00603060306031	0.00637898686679	0.00522767246433	0.000104961164369	0.0025067368553	0.00307418133215	0.00889138096764	0.0	0.00413785878902	0.00381733352184	8.88651915045e-05	0.000994844894637	0.00137495544126	0.0043044005182	0.00097035563534	0.0	0.00109987582047	0.00119490175252	0.00137378362908	0.0106408274878	0.00611033519553	0.000568504832291	0.00283975659229	0.000303889789303	0.0	0.000430848772081	0.00427960057061	0.0	0.00954697476437	0.00124496521421	0.00299348476845	0.00265197878417	0.00363416111448	0.000716332378223	0.00254785611318	0.00228424981893	0.00335438746744	0.0	0.000794701986755	0.00461112818936	0.000450349020491	0.000148820596771	0.00374592833876	0.00245384435616	0.000541809644212	0.0	0.00541125541126	0.0131007751938	0.00618382041508	0.0021506381785	0.0	0.00207832694681	0.00455641919057	0.00784590294001	0.0130870841487	0.0118831197623	0.000270507878542	0.0045789368903	0.000896539358078	0.000476316485843	0.00601051840721	0.000742340396815	0.000124579544039	0.00933189072221	0.00320980449373	0.00144717800289	0.00177399325883	0.00266031923831	0.000170068027211	0.0132132132132	9.5822154082e-05	0.00234645990614	0.00176470588235	0.00683229813665	0.00204240420152	0.00197667523226	0.0	0.00091388400703	0.0046613655059	0.00137931034483	0.000280977802754	0.00151810887009	0.013890166498
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas	0.000728000728001	0.000276808946465	0.000434484335696	0.000355239786856	0.0011453710091	0.000309853336088	0.000536336819523	0.000108843537415	0.000172443524746	0.000572300648607	0.000256816333519	9.27299703264e-05	6.2410285215e-05	0.000900090009001	0.00093808630394	0.0	0.0	0.000125336842765	0.000400980173758	0.00184235821852	0.0	0.000733291430966	0.000282765446062	0.0	0.000587862892285	0.0	0.000668644740691	0.000339624472369	0.0	7.0959730353e-05	0.0	0.0	0.0	0.00104748603352	0.000227401932916	0.000912778904665	0.0	0.0	0.0	0.000877866783716	0.0	0.000608087564609	0.000439399487367	0.000880436696602	0.00183598531212	0.0	0.00110705912998	0.000134097690167	0.000724274332832	0.000606644541983	0.0	0.0	0.0	0.000135104706147	0.000520872088697	0.000488599348534	0.000350549193737	0.0	0.0	0.00154607297464	0.000387596899225	0.000762388818297	0.00126233110477	0.0	0.000194843151263	0.000268024658269	0.00119010887292	0.000856164383562	0.00172925996541	0.000608642726719	0.000663614042073	0.000358615743231	0.00042339243186	0.0	0.000269941962478	0.0	0.0010819583446	0.000389067211361	0.000263123273254	8.86996629413e-05	0.000140016802016	0.0	0.00232732732733	0.00047911077041	0.0	0.000588235294118	0.00248447204969	0.0	0.00197667523226	0.0	0.000140597539543	0.000822593912805	0.0	0.0	0.000650618087183	0.00285162358569
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter	0.000819000819001	0.000719703260809	6.86027898468e-05	0.00142095914742	0.00197836810662	0.0	0.0	5.44217687075e-05	0.00109214232339	0.000810759252194	0.000256816333519	0.000185459940653	0.0	0.000540054005401	0.00093808630394	0.00122141880008	0.0	0.000376010528295	0.000222766763199	0.00092117910926	0.0	0.000261889796774	0.000494839530609	0.0	0.000316541557384	0.000203697102409	0.00196414392578	0.000388142254136	0.0	0.000141919460706	0.000199150292087	5.72409845449e-05	0.000535013672572	0.000174581005587	0.00106120902028	0.000354969574037	0.000101296596434	0.0	0.0	0.00175573356743	0.0	0.00237154150198	0.000146466495789	0.000528262017961	0.00122399020808	0.00045427013931	0.000520969002344	0.000603439605753	5.57134102178e-05	0.00114191913785	0.0	0.000264900662252	0.000153704272979	4.50349020491e-05	0.000967333879009	0.000488599348534	0.000701098387474	0.000180603214737	0.0	0.000618429189858	0.00178294573643	0.000677678949598	0.000841554069849	0.000665424540857	0.000519581736702	0.000321629589922	0.000881562128091	0.00171232876712	0.00164057996719	0.000405761817813	0.000132722808415	0.0	0.00063508864779	0.000584355956257	0.000404912943717	0.000249159088078	0.00162293751691	0.000389067211361	0.000263123273254	0.0	0.000560067208065	0.000170068027211	0.000675675675676	0.000191644308164	0.0	0.000588235294118	0.00155279503106	0.000194514685859	0.0	0.0	0.0	0.000274197970935	0.0	0.0	0.0	0.000919878576028
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__	4.55000455e-05	0.000166085367879	2.28675966156e-05	0.0	0.000546654345251	0.00650692005784	8.93894699204e-05	0.00114285714286	0.00195435994712	4.76917207173e-05	0.00124127894534	0.000208642433234	0.0	0.0001800180018	0.000375234521576	0.0	0.000839689314953	0.0	0.000178213410559	8.010253124e-05	0.0	0.0	0.0	0.000177730383009	0.0010852853396	0.0	0.000167161185173	0.0	0.000616522811344	0.0	0.0	5.72409845449e-05	0.0	0.0	0.0	0.00385395537525	0.000202593192869	0.0	0.00129254631624	0.0	0.0	0.000121617512922	0.0	0.0	0.0	0.0	0.00169314925762	0.00378825974723	5.57134102178e-05	3.56849730578e-05	0.0057043569485	0.0	0.000153704272979	0.000315244314344	7.44102983853e-05	0.0014657980456	0.0	0.000963217145265	0.00114722753346	0.0	0.00015503875969	0.0	0.000187012015522	0.00199627362257	6.49477170877e-05	0.00101849370142	0.0	0.0	0.000177359996453	0.0	0.0	0.0	0.000370468377878	0.0	0.0	0.000872056808272	0.000135244793075	0.0	0.000131561636627	0.0	0.0	0.0	0.0015015015015	0.00220390954389	0.0	0.0	0.000103519668737	0.000145886014394	9.8833761613e-05	0.00110390506416	7.02987697715e-05	0.0	0.0	0.0	0.0	0.00597921074418
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__CF231	0.0	0.000110723578586	2.28675966156e-05	0.0	0.000247296013328	0.0	0.0	0.0	0.0	0.0	0.0	0.000115912462908	0.00012482057043	0.0	0.0	0.0	0.0	0.0	4.45533526398e-05	0.0002002563281	0.0	0.0	0.0	0.0	4.52202224835e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94459636191e-05	0.000174581005587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35244225418e-05	0.0	0.0	0.00131134642494	0.0	0.0	0.00220671020041	0.0	0.0	0.0	0.0	0.00038240917782	0.0	0.0	0.0	0.0	0.0	6.49477170877e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137037498443	0.0	0.0	0.0	0.000177399325883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206982199531	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella	0.000773500773501	0.000498256103637	0.0	0.0	0.00110632427015	0.00148041038353	0.0	0.00152380952381	0.00160947289763	0.00185997710797	8.56054445063e-05	0.000231824925816	6.2410285215e-05	0.0038703870387	0.00881801125704	0.0	0.000209922328738	0.0	0.00151481398975	0.00304389618712	0.0	0.0	0.00735190159762	0.000266595574513	4.52202224835e-05	0.00106940978765	0.0	0.00645286497501	0.0	0.00642185559695	0.0015932023367	0.0044647967945	0.00392343359886	0.0	0.00132651127535	0.00679513184584	0.00101296596434	0.0	0.00129254631624	0.0	0.0	0.000729705077531	0.0	0.0	0.0	0.0	0.00273508726231	0.00352006436689	0.0	0.015451593334	0.0	0.0	0.0029203811866	9.00698040982e-05	0.0	0.0	0.0	0.000301005357895	0.00019120458891	0.00633889919604	0.0	0.0	0.0	0.00332712270429	0.00155874521011	0.0	0.00343809229955	0.00856164383562	4.43399991132e-05	0.00175830121052	0.00126086667994	0.00268961807423	0.00592749404604	8.34794223224e-05	0.000337427453098	0.0	0.0	0.0	0.000131561636627	8.86996629413e-05	0.000840100812097	0.000170068027211	0.00225225225225	0.000287466462246	0.0	0.0	0.0047619047619	0.000194514685859	0.00662186202807	0.0	0.00351493848858	0.00274197970935	0.0	0.00337173363304	0.00845803513338	0.00524330788336
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__YRC22	0.0	0.000276808946465	4.57351932312e-05	0.0	9.11090575419e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.63649851632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000498318176155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000965916931144	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]	0.012922012922	0.000996512207275	0.000114337983078	0.000532859680284	0.00144472934102	0.0113957171383	4.46947349602e-05	0.0617142857143	5.74811749152e-05	4.76917207173e-05	0.00214013611266	0.00013909495549	0.000187230855645	0.00522052205221	0.00046904315197	0.000146570256009	0.00468826534182	0.0	0.00142570728447	4.005126562e-05	7.80822987429e-05	0.000104755918709	0.000141382723031	0.00248822536213	0.000180880889934	5.09242756022e-05	4.17902962932e-05	4.8517781767e-05	0.0	3.54798651765e-05	0.000132766861391	0.00549513451631	0.000178337890857	0.0	0.00879287473944	0.0255070993915	0.0	0.0	0.0	0.0	5.95592614652e-05	0.000425661295227	7.32332478945e-05	0.0	0.0	0.0	0.0197968220891	0.0295685406819	0.000612847512396	0.000178424865289	0.00649116480346	0.0	0.0	0.116145012385	0.000148820596771	0.000162866449511	0.000155799641661	0.00222743964843	0.0	0.000154607297464	0.00015503875969	8.47098686997e-05	9.3506007761e-05	0.0388607931861	0.0	0.0157598499062	0.0048485917045	0.0	0.000310379993792	0.0	6.63614042073e-05	0.0101308947463	0.0381582429214	0.0	0.000134970981239	0.0156970225489	0.0	9.72668028402e-05	0.000131561636627	8.86996629413e-05	0.0	0.000170068027211	0.0	0.00047911077041	0.000204039991838	0.0	0.000103519668737	4.86286714647e-05	0.0	0.00496757278874	7.02987697715e-05	0.000274197970935	0.00689655172414	0.0	0.0	0.000183975715206
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5; g__	0.0	0.0	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__	0.0	0.0	2.28675966156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter	0.0	0.0	2.28675966156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__	0.0	0.0	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__Flexithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__; g__	0.0	0.000221447157172	2.28675966156e-05	0.0	0.000130155796488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Blattabacteriaceae; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__	0.0	0.000110723578586	2.28675966156e-05	0.0	0.000169202535435	0.0	0.0	0.0	0.0	0.0	0.0	9.27299703264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.005126562e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.17902962932e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola	0.0	0.0	2.28675966156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Owenweeksia	0.0	0.0	0.0	0.0	7.8093477893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__	0.0	0.000110723578586	9.14703864624e-05	0.0	0.000143171376137	0.0	0.0	0.0	0.0	0.0	0.0	4.63649851632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52202224835e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.0	0.000110723578586	9.14703864624e-05	0.0	0.000247296013328	0.0	0.0	0.0	0.0	0.0	0.0	4.63649851632e-05	0.00012482057043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9; g__	0.0	0.0	2.28675966156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium	0.0	5.5361789293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141919460706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
